,ambe,ambe,psnr,psnr,contraste,contraste,entropia,entropia
,mean,std,mean,std,mean,std,mean,std
tecnica,,,,,,,,
AGCWD,44.005746335839795,9.752219666201915,14.178631320257164,2.0827032114566424,70.06442291494609,10.894109889305144,6.865950036,0.4942307578412106
CLAHE,13.619153114293304,7.632649197480845,19.70967482476479,2.022590648594755,58.79274466353145,11.655105955416111,7.5718753560000005,0.3977740360967687
HE,31.099910751873367,19.801716145771003,15.686981218515637,3.9233064002879843,73.3198135794489,1.4288990484438457,6.954530792000001,0.5497797590425423
